Distance_(pixels),Gray_Value
2115,126
2116,127.3333
2117,129.3333
2118,128
2119,128.3333
2120,128.6667
2121,127.3333
2122,127.3333
2123,127.3333
2124,129.3333
2125,127
2126,128.3333
2127,131.3333
2128,131.6667
2129,133.3333
2130,129.6667
2131,129.6667
2132,127
2133,126
2134,129
2135,127.3333
2136,127.3333
2137,126.3333
2138,126.3333
2139,127.6667
2140,124.3333
2141,126.6667
2142,130.3333
2143,129.3333
2144,129.6667
2145,130
2146,128.3333
2147,128.3333
2148,128.3333
2149,127.3333
2150,126.6667
2151,130.3333
2152,128.6667
2153,127.6667
2154,126.3333
2155,128
2156,129.3333
2157,129.3333
2158,130
2159,129.6667
2160,129.6667
2161,127.3333
2162,129.3333
2163,127.3333
2164,126
2165,128
2166,127.3333
2167,131.3333
2168,128.3333
2169,128.3333
2170,129.6667
2171,129.3333
2172,127.3333
2173,126.3333
2174,128
2175,128.3333
2176,127.6667
2177,128.3333
2178,127.3333
2179,124.6667
2180,127.6667
2181,128.3333
2182,127.6667
2183,123.6667
2184,127
2185,126.6667
2186,126.3333
2187,127.6667
2188,128.6667
2189,127.3333
2190,125.6667
2191,126
2192,128.3333
2193,126.3333
2194,127.6667
2195,128.6667
2196,128
2197,126.3333
2198,125.6667
2199,125
2200,127.3333
2201,127
2202,127.3333
2203,127.6667
2204,129
2205,128
2206,126
2207,127
2208,125.3333
2209,127.3333
2210,129
2211,127
2212,127.3333
2213,126.3333
2214,128
2215,127.3333
2216,127.3333
2217,128.6667
2218,129.3333
2219,129.6667
2220,128.6667
2221,129
2222,128
2223,127.3333
2224,128.6667
2225,129.3333
2226,128.6667
2227,127.6667
2228,126.6667
2229,128.3333
2230,126.6667
2231,126.6667
2232,124
2233,128.3333
2234,126.3333
2235,127.6667
2236,127.6667
2237,127.6667
2238,128.3333
2239,128.3333
2240,128
2241,129.3333
2242,126.3333
2243,124.6667
2244,125
2245,127.3333
2246,125
2247,125
2248,127
2249,128
2250,128.6667
2251,126
2252,125.6667
2253,125
2254,127
2255,127.6667
2256,128.3333
2257,126.3333
2258,126.3333
2259,125.3333
2260,127.6667
2261,126.6667
2262,125.6667
2263,127.3333
2264,126.3333
2265,129
2266,129.3333
2267,128.6667
2268,128.3333
2269,126
2270,127.3333
2271,126.3333
2272,128.3333
2273,129
2274,129.6667
2275,127
2276,128
2277,132.6667
2278,132
2279,131
2280,126.6667
2281,128.3333
2282,129
2283,128.6667
2284,128
2285,127.3333
2286,127
2287,122
2288,127.6667
2289,127
2290,128
2291,130.3333
2292,128.6667
2293,125.3333
2294,124.6667
2295,126
2296,126.6667
2297,128
2298,127.6667
2299,127.3333
2300,129.6667
2301,128.3333
2302,126.3333
2303,129
2304,129.3333
2305,128.6667
2306,128.6667
2307,129.3333
2308,127
2309,127.3333
2310,130
2311,128.3333
2312,127.6667
2313,130.3333
2314,128
2315,129.3333
2316,127
2317,126.6667
2318,127.3333
2319,126.3333
2320,127.3333
2321,127.3333
2322,126.3333
2323,127.6667
2324,126
2325,127
2326,126.3333
2327,126.6667
2328,127.6667
2329,126
2330,125.6667
2331,126.6667
2332,127
2333,126.3333
2334,127.3333
2335,128.3333
2336,127.6667
2337,128.6667
2338,129.6667
2339,128.3333
2340,127
2341,126.3333
2342,126.3333
2343,128.6667
2344,127.6667
2345,127.6667
2346,126
2347,129
2348,131
2349,128
2350,123.6667
2351,126
2352,128.6667
2353,128
2354,127
2355,129
2356,127.6667
2357,131
2358,127.3333
2359,125.3333
2360,129.3333
2361,130
2362,128.6667
2363,126
2364,126.6667
2365,128.6667
2366,128
2367,128.6667
2368,127.3333
2369,126.6667
2370,128
2371,126
2372,129
2373,127.3333
2374,125.6667
2375,126.6667
2376,127
2377,125.6667
2378,125.6667
2379,128.6667
2380,126.3333
2381,126
2382,127.3333
2383,127.3333
2384,125
2385,129.3333
2386,128.3333
2387,127.3333
2388,125.3333
